track_name,track_artists,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Love Have Mercy,Otis Redding,blues,0.804,0.386,1,-10.914,1,0.0366,0.0862,0.0365,0.162,0.884,119.053,5dDh3uznjL9JuaWWHkvMhR,149333,4
Cold Blues,Quaker City Night Hawks,blues,0.539,0.674,7,-6.838,1,0.0268,0.0468,0.0235,0.11,0.766,139.075,76o1OKnYwarhColk6NQZYX,217533,4
Some Of Adam's Blues,Quaker City Night Hawks,blues,0.423,0.486,7,-7.851,0,0.0249,0.00525,0.00557,0.114,0.29,72.491,35Y90I0yjxEeMuozzgMkhK,326067,4
Blues for Mama,Nina Simone,blues,0.407,0.406,4,-6.955,1,0.0314,0.534,0,0.184,0.501,182.426,2vY3XKWiQ3gb4o0aXRtHjY,235880,3
The Truth - DJ Jazzy Jeff & James Poyser Remix,Moonchild,blues,0.748,0.433,0,-7.541,1,0.0403,0.00731,0.000468,0.227,0.321,75.987,2ujawFUJEPv16row7FkitD,245719,4
Chain of Fools,Aretha Franklin,blues,0.701,0.672,10,-6.551,1,0.032,0.0203,5.4e-06,0.518,0.896,116.969,0sUe1KY92PKd8tpkf7hvDa,163040,4
A Fine Romance,Ella Fitzgerald,blues,0.576,0.444,7,-12.003,0,0.111,0.59,0,0.0917,0.703,87.413,0s0AGaTAOfQnvmGKq54oUR,234987,4
Little Baby,Samantha Fish,blues,0.536,0.924,7,-4.886,1,0.0803,0.00328,1.51e-05,0.0832,0.7,120.33,0veDM4HSwkKd9p8qWS8ua8,176000,4
Little Darlin',The Diamonds,blues,0.631,0.587,6,-11.402,1,0.042,0.536,0.29,0.333,0.664,152.851,7ycFNferNuk6wAjBa0vWvl,129333,4
Roots // Habit,Common Souls,blues,0.363,0.266,4,-15.478,1,0.0379,0.757,0.000231,0.0797,0.103,129.528,0SlOfn9GiRcqOqDzZD9DXr,328970,3
"Cry Baby - Live at CNE Stadium, Toronto, Canada - June 1970",Janis Joplin,blues,0.554,0.56,0,-11.352,1,0.224,0.292,3.87e-06,0.837,0.445,88.083,4ZvSLFGxQZEMkDIxsKwYah,391693,3
Juju Man,Dave Edmunds,blues,0.449,0.806,0,-12.23,1,0.0409,0.111,0,0.132,0.904,170.82,4M4ipoWN2jTEjguajoh99M,203533,4
Hey Boy in the Pines,Danny Farrant,blues,0.417,0.274,11,-9.191,0,0.0298,0.709,0.00028,0.154,0.166,100.43,1n3nyhIcQZ9MODZuawWuVH,161984,3
We Got to Have Peace - 2019 Remaster,Curtis Mayfield,blues,0.565,0.839,8,-8.319,0,0.0529,0.252,1.43e-06,0.115,0.888,91.945,4k6Wn5b8KKNJh8KD8zKvvL,287701,4
Chills & Fever,Samantha Fish,blues,0.702,0.748,7,-7.259,0,0.0651,0.181,0.000187,0.236,0.759,136.01,4cj9pZYHBTvuYhQMU1tRyn,199000,4
"Wonderful World, Beautiful People - Single Version",Jimmy Cliff,blues,0.783,0.478,2,-11.305,1,0.0271,0.0078,0,0.0617,0.859,105.85,4GEz5ZGMPcX9OZ5ta0v85e,193480,4
"Good Times, Bad Times",Phish,blues,0.315,0.912,2,-6.333,1,0.0779,0.0268,0.003,0.959,0.412,94.314,0FsScshBE90r2apIGHULWP,486467,4
Best of My Love,The Emotions,blues,0.78,0.7,0,-7.58,1,0.0336,0.441,0.322,0.134,0.973,115.375,1u03aI4x7YxAjVFMMqIDNT,219067,4
Hell at the house,Omar Cunningham,blues,0.779,0.616,6,-6.97,0,0.0911,0.0615,2.44e-06,0.317,0.78,80.008,1uB7lRALzVhz4uxaPo0IOe,277747,4
Fever,Vancouver Sleep Clinic,blues,0.532,0.403,10,-8.755,1,0.0275,0.519,2.68e-05,0.102,0.341,140.035,4oy8AV5jghaeOc1KEBDoFq,207573,4
I'm a Changed Man,Otis Redding,blues,0.598,0.453,1,-11.083,1,0.054,0.212,0,0.198,0.879,72.616,4Sy6RJXBJYJ6s4wq6Qdl50,140080,4
Angels We Have Heard On High - Remastered,Ella Fitzgerald,blues,0.418,0.288,1,-12.205,1,0.0319,0.837,0,0.341,0.562,47.261,19zUimu5BFVqMoOLTl6bcV,105800,4
Let's Get Funky,Hound Dog Taylor,blues,0.715,0.73,2,-11.034,0,0.145,0.909,0.112,0.379,0.492,106.036,6H75engedCYYqid0zpk8aR,305667,4
Bye Bye Blackbird,Peggy Lee,blues,0.334,0.169,9,-17.135,1,0.0335,0.841,0.000501,0.254,0.174,38.406,7AluKctEULNW4hid0C1qmT,219907,4
Look over Yonders Wall,The Paul Butterfield Blues Band,blues,0.405,0.811,2,-8.36,1,0.0691,0.0304,0.000457,0.261,0.758,143.291,2ptELgBhOe0fME1b1pKqZ5,147027,4
Fire,Ohio Players,blues,0.613,0.889,5,-6.648,1,0.0595,0.153,0.0119,0.342,0.771,107.31,51RxEKE4G1AYFHXDGIu6z0,270293,4
Blood on the Dance Floor,Michael Jackson,blues,0.806,0.816,1,-2.767,1,0.0764,0.0146,0.00933,0.0623,0.519,108.98,0QgsvILuE9VQiAVsLStD3W,253373,4
What's The Use,Phish,blues,0.149,0.696,2,-7.819,1,0.036,0.0974,0.00642,0.326,0.0853,147.086,2moh4W1kA1xECbcSo0Jxmu,388307,3
The Moon Is Rising,Jimmy Reed,blues,0.719,0.618,9,-4.526,1,0.0458,0.849,0.0343,0.215,0.556,114.239,6QQ3WlohXf02DESXmLSfoq,147122,1
Drift Away,Dobie Gray,blues,0.485,0.313,11,-13.114,1,0.0505,0.234,3.18e-05,0.087,0.421,78.971,73q2614kftMfIRXr4deg9j,243187,4
(I'm Going By) The Stars In Your Eyes,The Dramatics,blues,0.617,0.65,2,-7.952,1,0.0451,0.544,4.09e-05,0.184,0.793,141.569,3xgjfU3IynUBfKgzTu7Vzo,226107,4
Traveling Riverside Blues,Robert Johnson,blues,0.721,0.0908,8,-14.334,0,0.0815,0.936,0.000795,0.365,0.335,110.684,3pS6HIZimRIBMrQU6vRfpp,167667,4
Come to Me,Otis Redding,blues,0.464,0.233,10,-14.399,1,0.0432,0.84,4.62e-06,0.145,0.562,176.22,6AWTXuC1RdcHBb3Rx0sAO7,167907,3
I've Got Dreams to Remember,Otis Redding,blues,0.389,0.277,9,-13.15,1,0.0279,0.495,0,0.138,0.402,141.75,4Ym0HjYfgEaUgjI3WuDqMK,195867,3
"Early In The Morning - 12"" Version",The Gap Band,blues,0.697,0.809,4,-10.358,0,0.0414,0.0405,0.00949,0.894,0.821,121.376,46llPK4QUykzRkMWxoAjcP,456733,4
The Match Game,Otis Redding,blues,0.853,0.34,9,-14.51,1,0.0525,0.7,4.08e-05,0.101,0.931,121.175,5HMPEyn7V1vYdlDXa3KulX,175267,4
Fool That I Am,Etta James,blues,0.414,0.117,1,-13.782,1,0.0331,0.95,0.000764,0.357,0.244,80.316,5vbDpg7ygVgYX0e2IwHkp4,176573,3
Up On The House Top,The Jackson 5,blues,0.778,0.883,7,-6.581,1,0.0594,0.631,0,0.229,0.964,104.52,3cnf8MOpbykWDgGiuzofQC,192040,4
The World Is A Ghetto,War,blues,0.682,0.404,6,-12.51,0,0.0493,0.0367,0.000117,0.144,0.401,91.582,3NFgPzgsdoWmgUQneNnwu5,244360,4
Soul Finger (Including Funky Broadway),The Blues Brothers,blues,0.637,0.948,6,-3.365,0,0.214,0.0739,0.000232,0.9,0.665,125.088,6fpgbkRsvlbA4wrpSaeNrm,102906,4
Have Mercy,Phish,blues,0.409,0.565,9,-9.318,1,0.0317,0.223,0.243,0.195,0.402,139.024,7mI1Zs45LwGAOT25UDvWGV,414987,4
Games People Play,The Spinners,blues,0.634,0.442,11,-10.963,0,0.0414,0.514,0.00112,0.166,0.645,152.999,3uwVr1R8qquWwAhmmbWIVf,280067,4
Prove It on Me Blues,Ma Rainey,blues,0.684,0.176,7,-18.217,0,0.148,0.992,0.0113,0.174,0.644,109.723,7hR6GheHgeCg02k9hyyMaG,161320,4
Grandma Plays The Numbers,Wynonie Harris,blues,0.718,0.665,8,-10.369,1,0.101,0.917,0.000675,0.11,0.751,79.725,628ZHvFEZSdHAbp99ghlPr,159000,4
Canned Heat Blues,Tommy Johnson,blues,0.747,0.162,2,-16.498,1,0.031,0.964,0.000291,0.132,0.716,93.09,1Uk2MppskA0wnHUj8JwYfC,219141,1
The Race is On,Dave Edmunds,blues,0.476,0.797,1,-12.034,0,0.0453,0.45,0.000566,0.221,0.831,171.605,4XQiVpepPeoq9KYt4Pv15B,126173,4
It's Your Thing,The Isley Brothers,blues,0.383,0.681,10,-9.381,1,0.113,0.084,6.65e-06,0.047,0.893,184.647,7oIT89iDCEu7l2sTOvKdvc,165533,4
Pull Up,Kaash Paige,blues,0.545,0.45,3,-10.069,0,0.0895,0.352,0,0.0981,0.359,107.636,369GtgBXNnnmqlYnRftSOU,156253,4
"Honey, Hush aka Talking Woman Blues",Albert Collins,blues,0.862,0.707,0,-6.742,1,0.0324,0.0947,0.00665,0.124,0.863,122.21,5qPJSWhuZpD79C3CloJvDA,268160,4
Kalimba Funk,Sango,blues,0.681,0.484,1,-9.702,1,0.114,0.406,0.692,0.0711,0.505,119.124,3U4dLD0OE4wqNyzy9YpeXX,145210,4
Rocket in My Pocket,Little Feat,blues,0.589,0.597,7,-8.351,1,0.0811,0.169,0.000904,0.0736,0.963,161.834,1UGq1TF1KqOVsajxL3Nz4W,203173,4
"Half Moon - Live at CNE Stadium, Toronto, Canada - June 1970",Janis Joplin,blues,0.48,0.504,0,-14.4,1,0.167,0.531,3.23e-05,0.762,0.436,130.849,69UdKZmbeKT31jEsydvMvw,316467,4
Twistin' the Night Away,Sam Cooke,blues,0.581,0.696,9,-8.75,1,0.108,0.673,0,0.322,0.932,160.891,6ys9oyFvw7FXbs5UMZ7I7s,159893,4
Sunflower River Blues - Re-Recorded Version,John Fahey,blues,0.317,0.197,5,-20.666,1,0.0427,0.665,0.747,0.103,0.119,91.994,6CePeHbXmgwna8B5dC6xKV,200333,4
1990,The Temptations,blues,0.64,0.727,10,-9.472,0,0.0444,0.191,0.000259,0.131,0.569,158.089,7t5XWtT5rDnCwJQ5tXRaAD,245600,4
The Sloth,Phish,blues,0.444,0.905,4,-7.902,0,0.053,0.113,0.0901,0.982,0.521,92.795,1qE4qlWCnAQngolQFRujV3,264320,4
Sideshow,Blue Magic,blues,0.603,0.427,4,-10.462,0,0.0322,0.663,0,0.599,0.561,132.593,5BakIE5lxsxQsPUuJS31KH,252027,4
Day By Day,Jadu Heart,blues,0.219,0.302,3,-10.831,1,0.0313,0.469,0.0423,0.109,0.103,173.713,3g31HzX0BUNRgR8bpAIaEK,138000,4
Suffocation Blues,Black Pistol Fire,blues,0.282,0.843,11,-6.002,0,0.114,0.000839,3.02e-05,0.0699,0.418,175.798,2WRk6RxETSwdsg2dhtnXxc,161054,4
Slippin' and Slidin',Otis Redding,blues,0.688,0.448,8,-13.647,1,0.0423,0.0495,0,0.0695,0.968,78.589,4yB3ydcMCR33xIthcnsxu3,116600,4
I Can't Quit You Baby,Willie Dixon,blues,0.469,0.236,7,-16.981,1,0.0364,0.407,0.0434,0.215,0.415,82.232,2PcbVKT28p9mOlWBDL371J,399173,4
McGrupp And The Watchful Hosemasters,Phish,blues,0.41,0.747,6,-8.537,0,0.04,0.234,0.221,0.683,0.438,93.42,64mPiCTynIunIdqDPanfMO,483960,4
1990 - Late June Remix,PINES,blues,0.577,0.439,8,-14.156,1,0.097,0.214,0.727,0.108,0.0625,121.976,7lQCJufnISVLdzHpq2hQOZ,161311,4
Girl A Love You Dub,The Revolutionaries,blues,0.585,0.747,10,-11.021,0,0.122,0.486,0.815,0.33,0.675,145.653,75DBuHHc8K99W1zZvNGstu,172040,4
Silly,Deniece Williams,blues,0.473,0.241,5,-14.872,1,0.0323,0.89,0.00386,0.141,0.404,115.163,3XrzApq8R10O6WwNwMw8t4,357360,3
Down in Mexico - Remastered,The Coasters,blues,0.484,0.725,8,-8.001,0,0.0716,0.46,4.21e-05,0.0717,0.808,97.049,6VxOtC0KXLW4c4WN31zmGz,206921,4
Trouble Blues,Sam Cooke,blues,0.351,0.321,4,-12.563,0,0.0404,0.755,6.47e-06,0.14,0.315,146.903,7a6dNBkRHict66PWnCqbqT,200733,3
Try a Little Tenderness,Otis Redding,blues,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,2zatXLEiD7hOJYe0ol6xCP,201733,4
Love The One You're With [1970 Demo],Stephen Stills,blues,0.508,0.395,11,-11.992,0,0.0386,0.373,0,0.19,0.367,99.642,4jjPKCmttQu7t14dyU8pAx,193867,4
(I Don't Know Why) But I Do,"Clarence ""Frogman"" Henry",blues,0.662,0.535,10,-5.457,1,0.027,0.563,0,0.125,0.83,109.695,1a9EyBydOYhE7SGSodUIjP,141200,4
It's All In The Game,Tommy Edwards,blues,0.384,0.276,3,-13.527,1,0.0295,0.038,0,0.309,0.654,105.181,2lmPUdIdzlFH64PWJrw6Zb,159040,3
Night Train,Tab Benoit,blues,0.596,0.756,7,-6.372,1,0.0285,9.88e-05,0.105,0.27,0.41,92.355,7BRlbGawSdYkwXGr3wtLRM,257040,4
Put A Little Love In Your Heart,Al Green,blues,0.531,0.678,6,-12.841,1,0.0328,0.017,0,0.0864,0.798,101.322,0Zy1yjB9wMfm76pcEF2egT,229733,4
Dance Tonight,Lucy Pearl,blues,0.787,0.425,10,-5.692,0,0.0641,0.00637,0.00169,0.196,0.711,99.225,1TwVcKR6JojvPwBGbWZT36,221280,4
The Well,Marcus King,blues,0.58,0.573,9,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225,6PPKEOG6TwpExLXDnj1QKH,177093,4
Texas Flood,Larry Davis,blues,0.467,0.277,8,-12.101,1,0.0283,0.89,7.66e-05,0.2,0.535,99.83,7BbQQzr1suaBHpJDXDXIj9,163373,3
Kocica,TSA,blues,0.646,0.671,9,-6.719,1,0.0392,0.000485,6.66e-06,0.205,0.367,131.12,5JqphZ37q782FEw9a1NLDZ,299187,4
"Summertime - Live at Winnipeg Stadium, Winnipeg, Canada - July 1970",Janis Joplin,blues,0.291,0.557,7,-11.333,0,0.0505,0.0185,0.000151,0.751,0.384,167.616,4EjhVqqSNlLSk4JWYfu6JX,279733,3
Strike Blues,John Lee Hooker,blues,0.565,0.149,4,-12.699,0,0.175,0.855,9.02e-06,0.146,0.349,78.805,6MTy1uTvqjLqnYlKsDeKI5,157360,4
Fever - Remastered 1998,Peggy Lee,blues,0.826,0.0596,4,-22.854,0,0.13,0.308,0,0.111,0.34,136.115,3pscMMvKzeRsksCirirK0R,201533,4
Let Me Come on Home,Otis Redding,blues,0.668,0.412,2,-11.876,1,0.0404,0.00488,2.19e-06,0.145,0.786,89.493,61JvyZselGY2WIZLDz8Fqj,172267,4
She Put the Hurt on Me,Otis Redding,blues,0.846,0.391,2,-12.471,1,0.0444,0.0758,5.67e-05,0.0513,0.975,116.229,0ccSoG9R9iIFxga9dX2r0U,155867,4
"C'est bon, c'est bon",Salif Keita,blues,0.781,0.918,2,-3.487,1,0.0815,0.104,0.0131,0.41,0.898,105.979,1fHoodkfZi9gwlf1sN6ID2,300467,4
Border Song (Holy Moses) - 2018 Mono Remaster,Aretha Franklin,blues,0.463,0.378,0,-10.604,1,0.0492,0.776,0.00076,0.191,0.346,138.437,63YkNpMWRbjKdJoQng8xwp,205627,4
Blackout Blues,Widespread Panic,blues,0.413,0.859,7,-8.74,1,0.041,0.000372,0.00942,0.0988,0.836,150.084,0nRCAooZt8CbqlqA41s2T1,317733,4
Technology,Clinton Fearon,blues,0.783,0.548,0,-7.055,1,0.154,0.202,0.0055,0.21,0.381,80.019,00Nca746NWlKihhSF3n2Db,220067,4
Underdog,Robin Loxley,blues,0.62,0.69,4,-9.875,0,0.363,0.291,0.00965,0.204,0.681,103.185,4M7MwD87aBnV2qrARHh8gF,165717,4
Spanish Moon - Live Version,Little Feat,blues,0.504,0.815,8,-9.098,0,0.21,0.0102,0.00931,0.882,0.777,170.812,7rEsve1rqFNf6vCz2gzCnS,336400,4
Romance Is Dead,Paloma Faith,blues,0.6,0.643,2,-3.896,1,0.0341,0.226,0,0.118,0.325,116.012,6p2PRLNivoBrgJbKav1ffo,184360,4
Papa Was A Rollin' Stone - DJ Jazzy Jeff And Pete Kuzma Solefull Mix,The Temptations,blues,0.846,0.678,10,-14.067,0,0.0469,0.0425,0.237,0.0561,0.928,122.045,4S9tykNF9rMnsk2J3ZqcMe,528093,4
Franklin Blues,John Fahey,blues,0.588,0.0961,4,-16.797,1,0.0665,0.944,0.896,0.109,0.717,117.45,26nFqF61dU9jr6hJsh46n4,195707,4
Funk Me,Marvin Gaye,blues,0.692,0.808,5,-9.424,0,0.0408,0.159,0.00385,0.0923,0.731,113.212,3oL4PL30NG9XB2yrRD8WRC,328333,4
Tribal War,Black Roots,blues,0.788,0.253,7,-15.315,1,0.335,0.102,0.00459,0.0899,0.734,119.583,5Sd681fmEiL6vCLextko8a,277865,4
Let It Be (with The Dixie Flyers) - 2018 Mono Remaster,Aretha Franklin,blues,0.389,0.392,4,-10.185,1,0.0319,0.47,0.000386,0.094,0.454,153.282,5bA4ZQJmmYHgaSlyNaNw5q,213533,4
"It's a Man's Man's Man's World - Recorded Live at Saginaw Civic Centre, Michigan, USA, 1 January 1970",MC5,blues,0.476,0.471,8,-11.331,0,0.0933,0.261,0.227,0.374,0.451,126.628,6qlaAgnt1xs8foQ5POuyAk,349907,3
I Don't Have Much,Mission House,blues,0.526,0.397,0,-9.503,1,0.029,0.702,0.0377,0.0866,0.173,127.881,5GauSw0ZYcQN9VNl4Bm46a,314800,4
Wild Country,Chris Whitley,blues,0.587,0.301,2,-14.287,1,0.0322,0.984,0.388,0.105,0.563,142.556,1kffZ1ttUVVxJOOABp2DES,188560,4
It's Nobody's Fault but Mine,Blind Willie Johnson,blues,0.676,0.252,3,-14.01,1,0.039,0.98,7.38e-05,0.11,0.483,83.901,0EzykG4pYlmmGTihakWGRL,188533,4
"Mama Tried - Live at Fillmore West, San Francisco, CA, 6/4/1970",New Riders of the Purple Sage,blues,0.639,0.453,2,-10.965,1,0.0286,0.708,2.23e-05,0.737,0.743,96.893,5CtZsJdDr4GIQmCfCs4XTS,188909,4
Chicken Strut,The Meters,blues,0.672,0.659,9,-13.068,1,0.223,0.0344,0.207,0.511,0.679,100.713,5wM6XpfVG7SdvQPt86KgIH,163827,4
Boogie Woogie Country Girl,Roomful Of Blues,blues,0.506,0.942,5,-4.183,1,0.033,0.0449,0.159,0.0876,0.931,159.862,28hAbUS1ml3FK4fOyshS99,199573,4
Nobody But You,Billy Branch,blues,0.567,0.765,10,-6.625,1,0.0517,0.282,3.82e-05,0.22,0.768,147.923,4ASjWJnPks6GVzNH41Z37Y,187187,4
Girls Talk,Dave Edmunds,blues,0.57,0.802,1,-10.099,1,0.0313,0.0899,0,0.0318,0.893,128.843,5UBq9iGT7lfpibWr7KKqKe,209267,4
Low Rider,War,blues,0.812,0.644,0,-10.761,1,0.0493,0.0877,0.785,0.0563,0.989,140.075,5Tfu11btM6X2eXt16W7FNs,190827,4
Don't Play That Song (with The Dixie Flyers) - 2018 Mono Remaster,Aretha Franklin,blues,0.598,0.577,0,-7.801,1,0.0442,0.364,0.0426,0.264,0.73,108.153,3C0rGPL3HW3WxaB594VlBN,183880,4
Bellbottoms,The Jon Spencer Blues Explosion,blues,0.311,0.882,2,-3.26,1,0.215,0.00895,0.205,0.253,0.435,162.189,6NJQpFNkDCMaRBogIi9sOI,317987,4
Heavy Metal World,TSA,blues,0.493,0.672,4,-6.178,1,0.0266,0.00363,3.45e-05,0.0608,0.333,80.806,0mIztT2L3wOyQK25i45IA2,290680,3
Ain't No Mountain High Enough - Mono,Marvin Gaye,blues,0.62,0.813,11,-6.115,0,0.0307,0.29,0.000109,0.143,0.832,129.38,76resiPGue5Cum9rLUKCj0,148093,4
Listen Listen,Rain For Roots,blues,0.533,0.51,7,-9.919,1,0.0379,0.222,0.000192,0.123,0.531,62.551,7yQGZjTR4xMAdXTPPlKfuP,153109,4
This Old Heart Of Mine (Is Weak For You) - Single Version / Mono,The Isley Brothers,blues,0.541,0.649,5,-7.579,1,0.0362,0.348,0,0.147,0.905,65.383,0CPwNXw5qD9588d86nropo,175893,4
A Who Say Version Two,The Revolutionaries,blues,0.832,0.63,9,-7.547,0,0.0352,0.039,0.847,0.093,0.972,134.109,4F0az7EtC88R8SH8ylXbSi,283253,4
Death Letter Blues,Son House,blues,0.803,0.288,7,-15.418,0,0.0629,0.865,0.0593,0.0833,0.865,115.685,0W0euvQlhbcsTydzsD4EQk,259160,4
Shining Star,The Manhattans,blues,0.551,0.432,9,-11.717,1,0.0379,0.0291,0,0.0563,0.617,74.513,4VO88hvgij1NzgmGpV1MPV,279400,4
Rock With You,Michael Jackson,blues,0.793,0.741,1,-6.494,1,0.0393,0.0794,0.00029,0.116,0.856,114.489,5yxIenY5kSLlgTr3XGYw9p,220040,4
Great Rejoicing (feat. Sandra McCracken & Skye Peterson),Rain For Roots,blues,0.604,0.434,0,-8.307,1,0.0256,0.0222,2.33e-06,0.0865,0.263,127.934,3ynQ8pR9dwcmONDHvj1SL9,253889,4
Reefer Man,Cab Calloway,blues,0.791,0.481,5,-12.762,0,0.305,0.95,0.000174,0.051,0.554,124.056,5dA4pnTZpc4DRSFEGCdi4a,177067,4
On Your Way Down,Little Feat,blues,0.633,0.409,5,-15.824,0,0.0324,0.347,0.617,0.0602,0.732,122.104,5ZTygmIlcxcyX7e6p4wQ93,334600,4
Before You Get a Boyfriend.,Phony Ppl,blues,0.537,0.756,4,-6.524,0,0.321,0.372,8.87e-05,0.0917,0.714,81.449,4J3eFXXi2nQqF6MWLprnbR,253029,4
By Your Side,Con Funk Shun,blues,0.64,0.282,2,-14.134,1,0.0294,0.18,0.00197,0.0422,0.635,82.626,5wlLvQGAxVkHCCSaRWqwsJ,246800,4
I Knew the Bride,Dave Edmunds,blues,0.527,0.812,4,-11.742,1,0.0592,0.554,0.000656,0.268,0.94,179.381,4b1Pvp9iMXSBnnMJRyWM4N,177627,4
Fishin' Blues,Taj Mahal,blues,0.646,0.217,2,-14.986,1,0.0591,0.935,0.000316,0.0994,0.409,75.371,4pyzOFTBdYiI2sxsfuohta,187267,4
"You Upset Me, Baby",B.B. King,blues,0.682,0.62,0,-4.078,1,0.123,0.936,0.00254,0.284,0.701,116.33,589yTSHriuSIwARJqnmuMp,184200,4
Cupid / I've Loved You for a Long Time - Single Version; 2003 Remaster,The Spinners,blues,0.759,0.803,9,-6.036,1,0.0386,0.392,0,0.144,0.877,122.824,5U0dlevVReSHtIcYytZlvL,235733,4
Tobacco Road,Eric Burdon & War,blues,0.708,0.589,4,-12.37,1,0.244,0.266,0.000414,0.0887,0.833,86.924,2P3JH3rpocSYQjWeNIumoR,391360,4
That's My Favorite Song,The Dramatics,blues,0.701,0.683,1,-9.706,1,0.0686,0.408,6.52e-06,0.269,0.68,106.656,77cE860dMIkUmxozroh4Lv,222200,3
Car Wash,Rose Royce,blues,0.667,0.521,9,-13.212,0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,7BEvDfXLsF90oVQlapzo8L,307573,4
Hold On,Rockie Fresh,blues,0.586,0.418,10,-8.085,1,0.299,0.0897,0,0.0519,0.649,98.442,1PkP6JICvGNQkmrBpazdWl,136438,5
Boogie Chillen' - Live,John Lee Hooker,blues,0.359,0.876,7,-7.802,1,0.15,0.0311,0.00369,0.905,0.234,96.747,2kjIbaOOWgPMhNq4yYA9cT,975493,4
Swell Headed,The Revolutionaries,blues,0.832,0.743,4,-10.232,0,0.05,0.0745,0.925,0.167,0.769,138.865,1SH5VPNRZxRKcfwTCUQvcs,180547,4
Jail House Dub,Mad Professor,blues,0.857,0.485,7,-10.757,0,0.0637,0.0259,0.712,0.0858,0.501,134.416,1tszACVAezDsw71KyLOCpR,253453,4
Ain't Got Time - 2019 Remaster,Curtis Mayfield,blues,0.865,0.577,6,-9.533,0,0.0619,0.171,0.072,0.0512,0.825,108.908,7LqZnsyiQsUCGwM9FMAIgH,309444,4
To Love Somebody,Janis Joplin,blues,0.52,0.331,11,-10.742,0,0.066,0.426,0.00182,0.199,0.347,124.77,1hxrGuTfeq8ayjB7fbIfpN,313067,4
Stomp! - Single Version,The Brothers Johnson,blues,0.858,0.8,7,-8.013,0,0.0367,0.17,0.0335,0.0551,0.927,119.535,1Vauxb0dB53UEQc600Shji,246440,4
School Day (Ring Ring Goes The Bell),Chuck Berry,blues,0.773,0.872,7,-5.157,1,0.0438,0.821,1.64e-05,0.109,0.947,130.948,3RYwxAkUbHCzCmX8M0C0Zd,160693,4
Hurt's All Gone,Samantha Fish,blues,0.478,0.873,6,-4.76,0,0.0436,0.128,3.67e-06,0.296,0.473,97.717,0Brnz4z61Ld0Gmd7Fgbw8C,223000,4
Can't We Be Sweethearts,The Cleftones,blues,0.423,0.423,5,-8.43,1,0.0354,0.696,0,0.0812,0.889,203.938,6vF8EUUjVNkKf1Yb2lmovx,179160,4
Spanish Moon,Little Feat,blues,0.596,0.584,8,-8.617,0,0.0433,0.222,0.0157,0.0718,0.804,91.072,7DtsO7EDGlqE226lDLeQCi,161133,4
Bad Woman Blues,Beth Hart,blues,0.737,0.929,9,-3.374,0,0.0316,0.0562,0.000334,0.0909,0.807,119.985,0rw2FKykg4yKVbt7XelcwC,215911,4
Crazy,Charlie McCoy,blues,0.398,0.279,10,-13.382,1,0.0291,0.574,0.893,0.211,0.175,113.533,0XdLOmlu3CzUMZmzoDUkSG,237093,3
Gunnin' for You,Nick Nolan,blues,0.15,0.7,7,-5.113,1,0.0359,0.0212,0.483,0.104,0.341,66.76,7pv8xZYGo3FAZFd2R4OP0F,218293,3
Promised Land,Dave Edmunds,blues,0.391,0.864,0,-9.195,1,0.0394,0.00595,0.00222,0.614,0.962,165.341,6txu1vxxUZvIg6Wdl8Gc6E,223360,4
I'm Cool - No Rap Version,Anthony Hamilton,blues,0.749,0.518,1,-7.581,0,0.0987,0.0377,0,0.376,0.575,75.994,2TSpFwuz4E4xs1DZn2rmrQ,217080,4
Great Big Bundle Of Love,Brenton Wood,blues,0.74,0.719,5,-5.238,0,0.0959,0.207,0,0.0865,0.801,109.184,7xbsIq5auyv8sOuyOvlVAE,138227,4
Cry to Me,Solomon Burke,blues,0.733,0.624,4,-9.849,1,0.0374,0.623,0,0.407,0.912,114.586,0sDeU2murnLh4yVHQ5IV70,154907,4
Slow Farewell,Raphael Lake,blues,0.343,0.864,7,-7.314,1,0.0758,0.00379,2.76e-05,0.0662,0.368,158.16,2PFtpT5BuhGekMGVrUZOVP,243184,4
Blues Dance Raid,Steel Pulse,blues,0.792,0.542,4,-9.192,0,0.0884,0.00165,0.000108,0.0588,0.859,164.922,4elJh9DUanyNsU3NALI19N,293400,4
Botanical Roots,Black Uhuru,blues,0.792,0.365,1,-12.155,0,0.142,0.129,0.0034,0.154,0.805,139.701,4s8u9IpoielhTgRTRzs48y,301600,4
YOU GON' LEARN SOME JAZZ TODAY,Masego,blues,0.884,0.32,4,-12.213,0,0.447,0.204,0,0.196,0.58,111.012,7L8I5H4YJpBqrdvNjWHHpU,93198,4
Zoom,The Temptations,blues,0.649,0.55,10,-10.562,0,0.0472,0.731,0.0138,0.0464,0.716,129.722,4CQpwYOszfNbM3L1Z3pvIe,822413,4
Risos,Tim Maia,blues,0.312,0.402,9,-11.107,1,0.0412,0.199,0,0.148,0.384,147.775,6yEkb8C8tVItpFmgZp1Hdd,155320,3
Ocean Of Thoughts And Dreams,The Dramatics,blues,0.33,0.487,8,-14.162,1,0.0753,0.101,0.0528,0.228,0.612,169.235,3rZDiYqsTw9zIIfDY3dscb,202427,4
